Budget/Actual/Commitmt/Rem.Plan/Assigned	Current data (14.05.2025 15:05:01)
 Plan version        0     Plan/Act - Version
	Total of years	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	Previous years	2025	2025	2025	2025	2025	2026	2026	2026	2026	2026	2027	2027	2027	2027	2027	2028 and Following	2028 and Following	2028 and Following	2028 and Following	2028 and Following	Overall values	Overall values	Overall values	Overall values	Overall values
**  Hydrogen Purity Anal WBS NL-N-TS2-002-06-17	         6226614.44	         6226614.44	               0.00	         6226614.44	               0.00	         6226614.44	         6226614.44	               0.00	         6226614.44	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6226614.44	         6226614.44	               0.00	         6226614.44	               0.00
**  Chlorine Leak Detect WBS NL-N-TS2-002-06-18	          365890.00	               0.00	          365890.00	          365890.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          365890.00	               0.00	          365890.00	          365890.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          365890.00	               0.00	          365890.00	          365890.00	               0.00
**  Ultra Sonic Flow Met WBS NL-N-TS2-002-06-19	         1100888.26	         1100888.26	               0.00	         1100888.26	               0.00	         1100888.26	         1100888.26	               0.00	         1100888.26	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1100888.26	         1100888.26	               0.00	         1100888.26	               0.00
**  Coriolis Mass Flow M WBS NL-N-TS2-002-06-23	         6646586.00	         6646586.00	               0.00	         6646586.00	               0.00	         6646586.00	         6646586.00	               0.00	         6646586.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6646586.00	         6646586.00	               0.00	         6646586.00	               0.00
**  Opacity Monitors     WBS NL-N-TS2-002-06-24	         1258556.98	         1258556.98	               0.00	         1258556.98	               0.00	         1258556.98	         1258556.98	               0.00	         1258556.98	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1258556.98	         1258556.98	               0.00	         1258556.98	               0.00
**  Gas Detectors-Portab WBS NL-N-TS2-002-06-25	          139649.99	          139649.99	               0.00	          139649.99	               0.00	          139649.99	          139649.99	               0.00	          139649.99	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          139649.99	          139649.99	               0.00	          139649.99	               0.00
**  Coriolis Flow Meters WBS NL-N-TS2-002-06-26	         6153700.00	         6153700.00	               0.00	         6153700.00	               0.00	         6153700.00	         6153700.00	               0.00	         6153700.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6153700.00	         6153700.00	               0.00	         6153700.00	               0.00
**  Hydrogen Dew Point M WBS NL-N-TS2-002-06-27	         1138700.00	         1138700.00	               0.00	         1138700.00	               0.00	         1138700.00	         1138700.00	               0.00	         1138700.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1138700.00	         1138700.00	               0.00	         1138700.00	               0.00
**  CPU with LAN & LCM P WBS NL-N-TS2-002-06-28	         9027000.00	         9027000.00	               0.00	         9027000.00	               0.00	         9027000.00	         9027000.00	               0.00	         9027000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9027000.00	         9027000.00	               0.00	         9027000.00	               0.00
**  SWAS with Wet & Dry  WBS NL-N-TS2-002-06-29	        28461837.42	        12916249.44	        15545587.98	        28461837.42	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        28461837.42	        12916249.44	        15545587.98	        28461837.42	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        28461837.42	        12916249.44	        15545587.98	        28461837.42	               0.00
**  Hydrogen Gas Density WBS NL-N-TS2-002-06-30	          952850.00	          952850.00	               0.00	          952850.00	               0.00	          952850.00	          952850.00	               0.00	          952850.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          952850.00	          952850.00	               0.00	          952850.00	               0.00
**  Control System and H WBS NL-N-TS2-002-06-31	           29500.00	               0.00	           29500.00	           29500.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	           29500.00	               0.00	           29500.00	           29500.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	           29500.00	               0.00	           29500.00	           29500.00	               0.00
**  Electronic DLI for B WBS NL-N-TS2-002-06-32	          295000.00	               0.00	          295000.00	          295000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          295000.00	               0.00	          295000.00	          295000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          295000.00	               0.00	          295000.00	          295000.00	               0.00
**  Common Monitoring Co WBS NL-N-TS2-002-06-33	         3929400.00	               0.00	         3929400.00	         3929400.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3929400.00	               0.00	         3929400.00	         3929400.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3929400.00	               0.00	         3929400.00	         3929400.00	               0.00
**  Steam & Water Analys WBS NL-N-TS2-002-06-34	         2050722.00	         2050722.00	               0.00	         2050722.00	               0.00	         2050722.00	         2050722.00	               0.00	         2050722.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2050722.00	         2050722.00	               0.00	         2050722.00	               0.00
**  Single Compartment T WBS NL-N-TS2-002-06-35	         2248815.00	               0.00	         2248815.00	         2248815.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2248815.00	               0.00	         2248815.00	         2248815.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2248815.00	               0.00	         2248815.00	         2248815.00	               0.00
**  Positioner Cylinder  WBS NL-N-TS2-002-06-36	         1973640.02	         1973640.02	               0.00	         1973640.02	               0.00	         1973640.02	         1973640.02	               0.00	         1973640.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1973640.02	         1973640.02	               0.00	         1973640.02	               0.00
**  Erection of Venturi& WBS NL-N-TS2-002-06-37	         3159450.00	         2933775.00	          225675.00	         3159450.00	               0.00	         2933775.00	         2933775.00	               0.00	         2933775.00	               0.00	          225675.00	               0.00	          225675.00	          225675.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3159450.00	         2933775.00	          225675.00	         3159450.00	               0.00
**  Erection of Venturi& WBS NL-N-TS2-002-06-38	         1215282.00	         1173694.08	           41587.92	         1215282.00	               0.00	         1173694.08	         1173694.08	               0.00	         1173694.08	               0.00	           41587.92	               0.00	           41587.92	           41587.92	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1215282.00	         1173694.08	           41587.92	         1215282.00	               0.00
**  Effluent Outlet  Flo WBS NL-N-TS2-002-06-39	          649000.00	          616549.89	           32450.11	          649000.00	               0.00	          649000.00	          616549.89	               0.00	          616549.89	           32450.11	               0.00	               0.00	           32450.11	           32450.11	          -32450.11	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          649000.00	          616549.89	           32450.11	          649000.00	               0.00
**  water lanceblowing v WBS NL-N-TS2-002-06-56	         1390512.00	         1390512.00	               0.00	         1390512.00	               0.00	         1390512.00	         1390512.00	               0.00	         1390512.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1390512.00	         1390512.00	               0.00	         1390512.00	               0.00
**  Turbo Supervisory in WBS NL-N-TS2-002-06-57	         9468492.45	               0.00	         9468492.45	         9468492.45	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9468492.45	               0.00	         9468492.45	         9468492.45	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9468492.45	               0.00	         9468492.45	         9468492.45	               0.00
**  Keltron Make Pneu Ac WBS NL-N-TS2-002-06-58	         2227009.91	         2227009.91	               0.00	         2227009.91	               0.00	         2227009.91	         2227009.91	               0.00	         2227009.91	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2227009.91	         2227009.91	               0.00	         2227009.91	               0.00
**  Purchase of pfb tran WBS NL-N-TS2-002-06-59	         2422486.41	         2422486.41	               0.00	         2422486.41	               0.00	         2422486.41	         2422486.41	               0.00	         2422486.41	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2422486.41	         2422486.41	               0.00	         2422486.41	               0.00
**  Purchase of DCS Spar WBS NL-N-TS2-002-06-60	         2404956.69	         2404956.69	               0.00	         2404956.69	               0.00	         2404956.69	         2404956.69	               0.00	         2404956.69	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2404956.69	         2404956.69	               0.00	         2404956.69	               0.00
**  Purchase of Rockwin  WBS NL-N-TS2-002-06-61	          434018.16	          434018.16	               0.00	          434018.16	               0.00	          434018.16	          434018.16	               0.00	          434018.16	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          434018.16	          434018.16	               0.00	          434018.16	               0.00
**  Pur & Comm of radar  WBS NL-N-TS2-002-06-62	          626095.02	          574004.20	           52090.82	          626095.02	               0.00	          574004.20	          574004.20	               0.00	          574004.20	               0.00	           52090.82	               0.00	           52090.82	           52090.82	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          626095.02	          574004.20	           52090.82	          626095.02	               0.00
**  Online weighing syst WBS NL-N-TS2-002-06-63	          803186.00	               0.00	          803186.00	          803186.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          803186.00	               0.00	          803186.00	          803186.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          803186.00	               0.00	          803186.00	          803186.00	               0.00
**  Flue gas Detector 3N WBS NL-N-TS2-002-06-64	         2484606.00	               0.00	         2484606.00	         2484606.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2484606.00	               0.00	         2484606.00	         2484606.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2484606.00	               0.00	         2484606.00	         2484606.00	               0.00
**  Design Engg manufact WBS NL-N-TS2-002-06-65	       212681688.45	       191879139.56	        20802548.89	       212681688.45	               0.00	       191879139.56	       191879139.56	               0.00	       191879139.56	               0.00	        20802548.89	               0.00	        20802548.89	        20802548.89	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       212681688.45	       191879139.56	        20802548.89	       212681688.45	               0.00
**  Purchase of Metso DN WBS NL-N-TS2-002-06-66	         9209900.00	         9209900.00	               0.00	         9209900.00	               0.00	         9209900.00	         9209900.00	               0.00	         9209900.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9209900.00	         9209900.00	               0.00	         9209900.00	               0.00
**  Purchase of Temperat WBS NL-N-TS2-002-06-67	         2102551.49	         2102551.49	               0.00	         2102551.49	               0.00	         2102551.49	         2102551.49	               0.00	         2102551.49	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2102551.49	         2102551.49	               0.00	         2102551.49	               0.00
**  Purchase of Metso DN WBS NL-N-TS2-002-06-68	        31964172.06	        31964172.06	               0.00	        31964172.06	               0.00	        31964172.06	        31964172.06	               0.00	        31964172.06	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        31964172.06	        31964172.06	               0.00	        31964172.06	               0.00
**  Power supply Unit fo WBS NL-N-TS2-002-06-69	         8838550.00	               0.00	         8838550.00	         8838550.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8838550.00	               0.00	         8838550.00	         8838550.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8838550.00	               0.00	         8838550.00	         8838550.00	               0.00
**  RTD Input Module for WBS NL-N-TS2-002-06-70	        10550498.15	               0.00	        10550498.15	        10550498.15	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10550498.15	               0.00	        10550498.15	        10550498.15	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10550498.15	               0.00	        10550498.15	        10550498.15	               0.00
**  PUR-NOX GAS ANALYZER WBS NL-N-TS2-002-06-71	         3220759.25	               0.00	         3220759.25	         3220759.25	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3220759.25	               0.00	         3220759.25	         3220759.25	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3220759.25	               0.00	         3220759.25	         3220759.25	               0.00
**  PUR OF PRESSURE TRAN WBS NL-N-TS2-002-06-72	        17586725.25	               0.00	        17586725.25	        17586725.25	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        17586725.25	               0.00	        17586725.25	        17586725.25	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        17586725.25	               0.00	        17586725.25	        17586725.25	               0.00
**  Purc 16 nos of High  WBS NL-N-TS2-002-06-73	         6321024.00	               0.00	         6321024.00	         6321024.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6321024.00	               0.00	         6321024.00	         6321024.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6321024.00	               0.00	         6321024.00	         6321024.00	               0.00
**  Purchase of 7 Nos. o WBS NL-N-TS2-002-06-74	         7410343.99	               0.00	         7410343.99	         7410343.99	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         7410343.99	               0.00	         7410343.99	         7410343.99	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         7410343.99	               0.00	         7410343.99	         7410343.99	               0.00
**  PURS-1 NUMBER OUTDOO WBS NL-N-TS2-002-06-75	          776000.00	               0.00	          776000.00	          776000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          776000.00	               0.00	          776000.00	          776000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          776000.00	               0.00	          776000.00	          776000.00	               0.00
**  Turbine Speed Sensor WBS NL-N-TS2-002-06-76	         2888640.00	               0.00	         2888640.00	         2888640.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2888640.00	               0.00	         2888640.00	         2888640.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2888640.00	               0.00	         2888640.00	         2888640.00	               0.00
**  Kuhme Make HFO QCVs  WBS NL-N-TS2-002-06-77	         8772565.00	               0.00	         8772565.00	         8772565.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8772565.00	               0.00	         8772565.00	         8772565.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8772565.00	               0.00	         8772565.00	         8772565.00	               0.00
**  Spares for TSI syste WBS NL-N-TS2-002-06-78	         5534676.00	               0.00	         5534676.00	         5534676.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5534676.00	               0.00	         5534676.00	         5534676.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5534676.00	               0.00	         5534676.00	         5534676.00	               0.00
**  BHEL DCS HMI UPGRADA WBS NL-N-TS2-002-06-79	       489872029.00	               0.00	       489872029.00	       489872029.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       489872029.00	               0.00	       489872029.00	       489872029.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       489872029.00	               0.00	       489872029.00	       489872029.00	               0.00
**  IR SCANNERS FOR STAG WBS NL-N-TS2-002-06-80	         8879500.00	               0.00	         8879500.00	         8879500.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8879500.00	               0.00	         8879500.00	         8879500.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8879500.00	               0.00	         8879500.00	         8879500.00	               0.00
*** LHS MAINTENANCE      WBS NL-N-TS2-002-07	       676607241.44	       651854218.76	        24753022.68	       676607241.44	               0.00	       651633795.54	       651633795.54	               0.00	       651633795.54	               0.00	        24973445.90	          220423.22	        24753022.68	        24973445.90	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       676607241.44	       651854218.76	        24753022.68	       676607241.44	               0.00
**  CONVEYORS AND SYSTEM WBS NL-N-TS2-002-07-01	        20939218.48	        20412230.46	          526988.02	        20939218.48	               0.00	        20412230.46	        20412230.46	               0.00	        20412230.46	               0.00	          526988.02	               0.00	          526988.02	          526988.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        20939218.48	        20412230.46	          526988.02	        20939218.48	               0.00
**  LIGNITE YARD RAILS R WBS NL-N-TS2-002-07-02	        26848891.29	        26848891.29	               0.00	        26848891.29	               0.00	        26848891.29	        26848891.29	               0.00	        26848891.29	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        26848891.29	        26848891.29	               0.00	        26848891.29	               0.00
**  BELT EQUIPMENT SYSTE WBS NL-N-TS2-002-07-03	          705000.00	          705000.00	               0.00	          705000.00	               0.00	          705000.00	          705000.00	               0.00	          705000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          705000.00	          705000.00	               0.00	          705000.00	               0.00
**  Replacement of Two R WBS NL-N-TS2-002-07-04	       549498106.49	       549498102.27	               4.22	       549498106.49	               0.00	       549498102.27	       549498102.27	               0.00	       549498102.27	               0.00	               4.22	               0.00	               4.22	               4.22	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       549498106.49	       549498102.27	               4.22	       549498106.49	               0.00
**  Vacuum Cleaners for  WBS NL-N-TS2-002-07-05	         1803473.97	         1803473.97	               0.00	         1803473.97	               0.00	         1803473.97	         1803473.97	               0.00	         1803473.97	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1803473.97	         1803473.97	               0.00	         1803473.97	               0.00
**  Vulcanizing Equipmen WBS NL-N-TS2-002-07-06	         6071695.81	         6071695.81	               0.00	         6071695.81	               0.00	         6071695.81	         6071695.81	               0.00	         6071695.81	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6071695.81	         6071695.81	               0.00	         6071695.81	               0.00
**  Various Idlers       WBS NL-N-TS2-002-07-07	        10289087.91	        10289087.91	               0.00	        10289087.91	               0.00	        10289087.91	        10289087.91	               0.00	        10289087.91	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10289087.91	        10289087.91	               0.00	        10289087.91	               0.00
**  Cam Shafts           WBS NL-N-TS2-002-07-08	         4196352.41	         4196352.41	               0.00	         4196352.41	               0.00	         4196352.41	         4196352.41	               0.00	         4196352.41	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4196352.41	         4196352.41	               0.00	         4196352.41	               0.00
**  Structural Repair Wo WBS NL-N-TS2-002-07-09	        12477113.66	         9221777.39	         3255336.27	        12477113.66	               0.00	         9221777.39	         9221777.39	               0.00	         9221777.39	               0.00	         3255336.27	               0.00	         3255336.27	         3255336.27	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        12477113.66	         9221777.39	         3255336.27	        12477113.66	               0.00
**  Compressor for DSS s WBS NL-N-TS2-002-07-10	         4496421.39	         4496421.39	               0.00	         4496421.39	               0.00	         4496421.39	         4496421.39	               0.00	         4496421.39	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4496421.39	         4496421.39	               0.00	         4496421.39	               0.00
**  Rack for Shuttle Con WBS NL-N-TS2-002-07-11	          810661.86	          810661.86	               0.00	          810661.86	               0.00	          810661.86	          810661.86	               0.00	          810661.86	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          810661.86	          810661.86	               0.00	          810661.86	               0.00
**  Bunker Grill_size240 WBS NL-N-TS2-002-07-12	         1613507.14	         1613507.14	               0.00	         1613507.14	               0.00	         1613507.14	         1613507.14	               0.00	         1613507.14	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1613507.14	         1613507.14	               0.00	         1613507.14	               0.00
**  Gear Box Spares      WBS NL-N-TS2-002-07-13	         8197748.27	         8197748.27	               0.00	         8197748.27	               0.00	         8197748.27	         8197748.27	               0.00	         8197748.27	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8197748.27	         8197748.27	               0.00	         8197748.27	               0.00
**  Hydraulic Cylinders  WBS NL-N-TS2-002-07-14	         1580113.77	         1580113.77	               0.00	         1580113.77	               0.00	         1580113.77	         1580113.77	               0.00	         1580113.77	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1580113.77	         1580113.77	               0.00	         1580113.77	               0.00
**  Gear box spares for  WBS NL-N-TS2-002-07-15	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
