Budget/Actual/Commitmt/Rem.Plan/Assigned	Current data (24.09.2025 15:12:00)
 Plan version        0     Plan/Act - Version
	Total of years	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	Previous years	2025	2025	2025	2025	2025	2026	2026	2026	2026	2026	2027	2027	2027	2027	2027	2028 and Following	2028 and Following	2028 and Following	2028 and Following	2028 and Following	Overall values	Overall values	Overall values	Overall values	Overall values
6*  Toilet for Tholkappi PRJ NL-S-CSR-252	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00
6*  Incinerator for Gov  PRJ NL-S-CSR-253	         2500000.00	               0.00	               0.00	               0.00	         2500000.00	         2500000.00	               0.00	               0.00	               0.00	         2500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2500000.00	               0.00	               0.00	               0.00	         2500000.00
6*  Toilet block for HAM PRJ NL-S-CSR-254	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00
6*  Toilet block in GHSS PRJ NL-S-CSR-255	         2000000.00	            2000.00	               0.00	            2000.00	         1998000.00	         2000000.00	            2000.00	               0.00	            2000.00	         1998000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	            2000.00	               0.00	            2000.00	         1998000.00
6*  Toilet block for PUP PRJ NL-S-CSR-256	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00
6*  Toilet  for PUPS,Ind PRJ NL-S-CSR-257	         2000000.00	               0.00	         1693809.63	         1693809.63	          306190.37	         2000000.00	               0.00	         1693809.63	         1693809.63	          306190.37	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	         1693809.63	         1693809.63	          306190.37
6*  Toilet blocks for Go PRJ NL-S-CSR-258	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00
6*  Toilet for PUMS, The PRJ NL-S-CSR-259	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00
6*  Hygiene&Health Care  PRJ NL-S-CSR-260	        16279000.00	        14903518.39	               0.00	        14903518.39	         1375481.61	        16279000.00	        14903518.39	               0.00	        14903518.39	         1375481.61	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        16279000.00	        14903518.39	               0.00	        14903518.39	         1375481.61
6*  Garbage collection v PRJ NL-S-CSR-261	         7000000.00	               0.00	               0.00	               0.00	         7000000.00	         7000000.00	               0.00	               0.00	               0.00	         7000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         7000000.00	               0.00	               0.00	               0.00	         7000000.00
6*  Construction of publ PRJ NL-S-CSR-262	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00
6*  waste collection equ PRJ NL-S-CSR-263	         5000000.00	         4999651.98	               0.00	         4999651.98	             348.02	         5000000.00	         4999651.98	               0.00	         4999651.98	             348.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	         4999651.98	               0.00	         4999651.98	             348.02
6*  Swachhata activities PRJ NL-S-CSR-264	        10200000.00	         8854031.95	               0.04	         8854031.99	         1345968.01	        10200000.00	         8854031.95	               0.04	         8854031.99	         1345968.01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10200000.00	         8854031.95	               0.04	         8854031.99	         1345968.01
6*  Auditorium in Periya PRJ NL-S-CSR-265	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  4 class room for Gov PRJ NL-S-CSR-266	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  Van etc-PMS HSS,S&H  PRJ NL-S-CSR-267	         1132000.00	         1130800.01	               0.00	         1130800.01	            1199.99	         1132000.00	         1130800.01	               0.00	         1130800.01	            1199.99	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1132000.00	         1130800.01	               0.00	         1130800.01	            1199.99
6*  Cycle stand for Mela PRJ NL-S-CSR-268	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	         1500000.00
6*  Tiles - classroom,GH PRJ NL-S-CSR-269	               0.00	              -5.04	               0.00	              -5.04	               5.04	               0.00	              -5.04	               0.00	              -5.04	               5.04	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	              -5.04	               0.00	              -5.04	               5.04
6*  Tution fee for JSC S PRJ NL-S-CSR-270	        40000000.00	        34849700.00	               0.00	        34849700.00	         5150300.00	        40000000.00	        34849700.00	               0.00	        34849700.00	         5150300.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        40000000.00	        34849700.00	               0.00	        34849700.00	         5150300.00
6*  Awareness, motivatio PRJ NL-S-CSR-271	         6000000.00	         5273408.45	          661795.50	         5935203.95	           64796.05	         6000000.00	         5273408.45	          661795.50	         5935203.95	           64796.05	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	         5273408.45	          661795.50	         5935203.95	           64796.05
6*  Promoting Education, PRJ NL-S-CSR-272	         6380000.00	         3796448.00	         1972000.00	         5768448.00	          611552.00	         6380000.00	         3796448.00	         1972000.00	         5768448.00	          611552.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6380000.00	         3796448.00	         1972000.00	         5768448.00	          611552.00
6*  Educational Assistan PRJ NL-S-CSR-273	         9182000.00	         9181534.00	               0.00	         9181534.00	             466.00	         9182000.00	         9181534.00	               0.00	         9181534.00	             466.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9182000.00	         9181534.00	               0.00	         9181534.00	             466.00
6*  Smart class for Govt PRJ NL-S-CSR-274	         5200000.00	         3962794.00	         1180000.00	         5142794.00	           57206.00	         5200000.00	         3962794.00	         1180000.00	         5142794.00	           57206.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5200000.00	         3962794.00	         1180000.00	         5142794.00	           57206.00
6*  Sponsoring PAPs ward PRJ NL-S-CSR-275	         1200000.00	               0.00	               0.00	               0.00	         1200000.00	         1200000.00	               0.00	               0.00	               0.00	         1200000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1200000.00	               0.00	               0.00	               0.00	         1200000.00
6*  Scholarships to girl PRJ NL-S-CSR-276	         1200000.00	         1072095.20	               0.00	         1072095.20	          127904.80	         1200000.00	         1072095.20	               0.00	         1072095.20	          127904.80	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1200000.00	         1072095.20	               0.00	         1072095.20	          127904.80
6*  School kits, Beti Pa PRJ NL-S-CSR-277	          200000.00	          198023.62	               0.00	          198023.62	            1976.38	          200000.00	          198023.62	               0.00	          198023.62	            1976.38	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          200000.00	          198023.62	               0.00	          198023.62	            1976.38
6*  Classroom in GovPS B PRJ NL-S-CSR-278	          789728.90	          789728.90	               0.00	          789728.90	               0.00	          789728.90	          789728.90	               0.00	          789728.90	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          789728.90	          789728.90	               0.00	          789728.90	               0.00
6*  Classroom Gov SSS, B PRJ NL-S-CSR-279	          826202.01	          826202.01	               0.00	          826202.01	               0.00	          826202.01	          826202.01	               0.00	          826202.01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          826202.01	          826202.01	               0.00	          826202.01	               0.00
6*  Library in Bithnok   PRJ NL-S-CSR-280	         1180662.90	         1180662.90	               0.00	         1180662.90	               0.00	         1180662.90	         1180662.90	               0.00	         1180662.90	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1180662.90	         1180662.90	               0.00	         1180662.90	               0.00
6*  Addl. classrooms etc PRJ NL-S-CSR-281	               0.00	          960077.98	               0.00	          960077.98	         -960077.98	               0.00	          960077.98	               0.00	          960077.98	         -960077.98	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          960077.98	               0.00	          960077.98	         -960077.98
6*  Infra. @Govt. school PRJ NL-S-CSR-282	         2225828.02	         2169484.36	               0.00	         2169484.36	           56343.66	         2225828.02	         2169484.36	               0.00	         2169484.36	           56343.66	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2225828.02	         2169484.36	               0.00	         2169484.36	           56343.66
6*  Classroom in Gov SSS PRJ NL-S-CSR-283	               0.00	          825642.00	               0.00	          825642.00	         -825642.00	               0.00	          825642.00	               0.00	          825642.00	         -825642.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          825642.00	               0.00	          825642.00	         -825642.00
6*  Classroom etc-Gov SS PRJ NL-S-CSR-284	         1057087.73	         1056714.11	               0.00	         1056714.11	             373.62	         1057087.73	         1056714.11	               0.00	         1056714.11	             373.62	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1057087.73	         1056714.11	               0.00	         1056714.11	             373.62
6*  Library @ Ummaram ki PRJ NL-S-CSR-285	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  Library in Pithrasar PRJ NL-S-CSR-286	         1328000.00	               0.00	          314756.67	          314756.67	         1013243.33	         1328000.00	               0.00	          314756.67	          314756.67	         1013243.33	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1328000.00	               0.00	          314756.67	          314756.67	         1013243.33
6*  FA to SOS, Neyveli   PRJ NL-S-CSR-287	         6000000.00	         6000000.00	               0.00	         6000000.00	               0.00	         6000000.00	         6000000.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	         6000000.00	               0.00	         6000000.00	               0.00
6*  Skill Development tr PRJ NL-S-CSR-288	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	               0.00	               0.00	         2000000.00
6*  Upgradation faciliti PRJ NL-S-CSR-289	         5000000.00	         4862690.88	               0.00	         4862690.88	          137309.12	         5000000.00	         4862690.88	               0.00	         4862690.88	          137309.12	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	         4862690.88	               0.00	         4862690.88	          137309.12
6*  Skill enhancing/empl PRJ NL-S-CSR-290	         5000000.00	               0.00	               0.00	               0.00	         5000000.00	         5000000.00	               0.00	               0.00	               0.00	         5000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	               0.00	               0.00	               0.00	         5000000.00
6*  Roofing etc for VCT- PRJ NL-S-CSR-291	          600000.00	               0.00	               0.00	               0.00	          600000.00	          600000.00	               0.00	               0.00	               0.00	          600000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          600000.00	               0.00	               0.00	               0.00	          600000.00
6*  FA NeyamVeterinaryWe PRJ NL-S-CSR-292	         1500000.00	         1500000.00	               0.00	         1500000.00	               0.00	         1500000.00	         1500000.00	               0.00	         1500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	         1500000.00	               0.00	         1500000.00	               0.00
6*  Swamy Sagajanantha M PRJ NL-S-CSR-293	         5000000.00	         4710746.21	           20757.79	         4731504.00	          268496.00	         5000000.00	         4669058.06	           20757.79	         4689815.85	          310184.15	               0.00	           41688.15	               0.00	           41688.15	          -41688.15	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	         4710746.21	           20757.79	         4731504.00	          268496.00
6*  Camel festival Janua PRJ NL-S-CSR-294	          200000.00	          200000.00	               0.00	          200000.00	               0.00	          200000.00	          200000.00	               0.00	          200000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          200000.00	          200000.00	               0.00	          200000.00	               0.00
6*  FA to  Armed Forces  PRJ NL-S-CSR-295	          500000.00	          500000.00	               0.00	          500000.00	               0.00	          500000.00	          500000.00	               0.00	          500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          500000.00	          500000.00	               0.00	          500000.00	               0.00
6*  Upgradation of Gym,S PRJ NL-S-CSR-296	         1500000.00	          869922.97	               0.00	          869922.97	          630077.03	         1500000.00	          869922.97	               0.00	          869922.97	          630077.03	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	          869922.97	               0.00	          869922.97	          630077.03
6*  Sports meet, Bikaner PRJ NL-S-CSR-297	         1500000.00	         1491674.29	            8185.66	         1499859.95	             140.05	         1500000.00	         1491674.29	            8185.66	         1499859.95	             140.05	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	         1491674.29	            8185.66	         1499859.95	             140.05
6*  Cement Road in Kovil PRJ NL-S-CSR-298	         2300000.00	               0.00	               0.00	               0.00	         2300000.00	         2300000.00	               0.00	               0.00	               0.00	         2300000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2300000.00	               0.00	               0.00	               0.00	         2300000.00
6*  Pudukoorapetai Road  PRJ NL-S-CSR-299	         2000000.00	               0.00	         1583196.95	         1583196.95	          416803.05	         2000000.00	               0.00	         1583196.95	         1583196.95	          416803.05	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	               0.00	         1583196.95	         1583196.95	          416803.05
6*  Leveling of hilly, s PRJ NL-S-CSR-300	          200000.00	               0.00	               0.00	               0.00	          200000.00	          200000.00	               0.00	               0.00	               0.00	          200000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          200000.00	               0.00	               0.00	               0.00	          200000.00
6*  Retaining wall, Vada PRJ NL-S-CSR-301	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  Checkdam@Periya Odai PRJ NL-S-CSR-302	        91000000.00	        90989393.00	               0.00	        90989393.00	           10607.00	        91000000.00	        90989393.00	               0.00	        90989393.00	           10607.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        91000000.00	        90989393.00	               0.00	        90989393.00	           10607.00
6*  Flood protection wor PRJ NL-S-CSR-303	        93000000.00	        93000000.00	               0.00	        93000000.00	               0.00	        93000000.00	        93000000.00	               0.00	        93000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        93000000.00	        93000000.00	               0.00	        93000000.00	               0.00
6*  Desilting/renovation PRJ NL-S-CSR-304	         5000000.00	         4897722.09	          507547.04	         5405269.13	         -405269.13	         5000000.00	         4897722.09	          507547.04	         5405269.13	         -405269.13	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	         4897722.09	          507547.04	         5405269.13	         -405269.13
6*  Mangalampet, Roobana PRJ NL-S-CSR-305	         5000000.00	               0.00	               0.00	               0.00	         5000000.00	         5000000.00	               0.00	               0.00	               0.00	         5000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	               0.00	               0.00	               0.00	         5000000.00
6*  Regular Activities o PRJ NL-S-CSR-306	       983302000.00	       381467412.20	        96327454.62	       477794866.82	       505507133.18	       983302000.00	       374758107.90	        96327454.62	       471085562.52	       512216437.48	               0.00	         6709304.30	               0.00	         6709304.30	        -6709304.30	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       983302000.00	       381467412.20	        96327454.62	       477794866.82	       505507133.18
6*  Regular Activities o PRJ NL-S-CSR-307	       435385000.00	               0.00	               0.00	               0.00	       435385000.00	               0.00	               0.00	               0.00	               0.00	               0.00	       435385000.00	               0.00	               0.00	               0.00	       435385000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       435385000.00	               0.00	               0.00	               0.00	       435385000.00
6*  Regular Activities o PRJ NL-S-CSR-308	       435385000.00	       123228213.36	        61264214.02	       184492427.38	       250892572.62	               0.00	               0.00	               0.00	               0.00	               0.00	       435385000.00	       123228213.36	        61264214.02	       184492427.38	       250892572.62	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       435385000.00	       123228213.36	        61264214.02	       184492427.38	       250892572.62
6*  600 MW Solar Khavda  PRJ NR-C-SOL-001	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  NIRL 600 MW Solar Po PRJ NR-C-SOL-002	     16906941724.32	      5768596746.70	      6979779945.99	     12748376692.69	      4158565031.63	      3037918322.60	      3037918322.60	               0.00	      3037918322.60	               0.00	     13869023401.72	      2730678424.10	      6979779945.99	      9710458370.09	      4158565031.63	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	     16906941724.32	      5768596746.70	      6979779945.99	     12748376692.69	      4158565031.63
6*  810 MW SPP - Pugal R PRJ NR-C-SOL-003	      1860711901.00	      1859644600.00	         1056230.90	      1860700830.90	           11070.10	          613600.00	          613600.00	               0.00	          613600.00	               0.00	      1860098301.00	      1859031000.00	         1056230.90	      1860087230.90	           11070.10	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	      1860711901.00	      1859644600.00	         1056230.90	      1860700830.90	           11070.10
6*  200 MW WIND SJVN     PRJ NR-C-WND-001	             100.00	               0.00	               5.00	               5.00	              95.00	               0.00	               0.00	               0.00	               0.00	               0.00	             100.00	               0.00	               5.00	               5.00	              95.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	             100.00	               0.00	               5.00	               5.00	              95.00
